User_ID,Age,Gender,Platform,Daily_Usage_Time_min,Posts_Per_Day,Likes_Received_Daily,Comments_Received_Daily,Messages_Sent_Daily,Scroll_Rate_ppm,Addiction_Level,Emotional_State_Post_Usage,Productivity_Loss_Score,Mental_Health_Index,FOMO_Score
1541,27.0,Male,Snapchat,181.0,8.0,439,95,51,107,High,Anxious,7,49.0,7.0
1171,47.0,,,50.0,1.0,4,60,49,6,Low,,2,82.0,2.0
1655,40.0,Female,LinkedIn,274.0,8.0,176,19,128,110,high,Envious,7,45.0,8.0
1908,36.0,,,573.0,15.0,257,76,148,80,Severe,,8,29.0,9.0
1875,58.0,NON-BINARY,TikTok,582.0,20.0,1,4,145,53,SEVERE,Stressed,9,25.0,9.0
1865,59.0,male,instagram,415.0,11.0,4,23,17,51,Severe,Stressed,9,38.0,8.0
1963,53.0,,,414.0,11.0,135,71,113,56,severe,,8,33.0,8.0
1734,17.0,,,267.0,17.0,271,46,81,85,High,,8,55.0,7.0
1096,49.0,Female,YOUTUBE,11.0,1.0,450,96,139,32,low,Happy,2,80.0,1.0
1564,25.0,MALE,Facebook,197.0,11.0,36,11,119,107,high,Stressed,8,59.0,8.0
1241,34.0,M,Pinterest,16.0,0.0,319,78,27,37,LOW,Inspired,3,98.0,3.0
1743,53.0,female,TIKTOK,193.0,8.0,178,62,8,52,high,Anxious,7,41.0,7.0
1575,23.0,M,Facebook,157.0,16.0,181,57,104,12,High,ANXIOUS,8,56.0,7.0
1691,55.0,FEMALE,Snapchat,288.0,12.0,325,75,13,82,high,ANXIOUS,7,45.0,6.0
1461,50.0,MALE,INSTAGRAM,62.0,6.0,438,70,108,95,moderate,NEUTRAL,4,71.0,5.0
1554,14.0,female,INSTAGRAM,247.0,9.0,214,55,75,118,High,Stressed,6,46.0,7.0
1896,18.0,female,instagram,327.0,15.0,442,56,4,110,severe,DEPRESSED,8,35.0,9.0
1207,19.0,M,Pinterest,9.0,1.0,380,96,139,71,LOW,Motivated,1,95.0,1.0
1393,40.0,Non-Binary,instagram,141.0,2.0,124,6,63,29,Moderate,Calm,5,73.0,3.0
1795,41.0,Male,YouTube,680.0,22.0,429,73,36,75,SEVERE,Depressed,9,30.0,8.0
1398,29.0,Non-Binary,Twitter,146.0,4.0,22,30,127,103,moderate,Neutral,4,77.0,4.0
1767,33.0,NON-BINARY,TikTok,606.0,16.0,310,21,107,39,SEVERE,Stressed,9,44.0,8.0
1866,45.0,NON-BINARY,Pinterest,637.0,24.0,43,98,64,51,Severe,Anxious,8,26.0,8.0
1218,15.0,FEMALE,YouTube,42.0,0.0,137,6,54,110,low,Happy,2,92.0,3.0
1005,35.0,female,Pinterest,31.0,2.0,252,53,1,49,LOW,Happy,1,82.0,2.0
1769,42.0,female,Facebook,707.0,15.0,140,26,148,72,severe,Depressed,9,21.0,8.0
1643,51.0,Non-Binary,YouTube,1500.0,17.0,428,77,17,69,high,Stressed,6,53.0,7.0
1915,49.0,NON-BINARY,YouTube,682.0,19.0,499,82,122,35,SEVERE,Anxious,8,28.0,8.0
1613,16.0,FEMALE,TIKTOK,259.0,11.0,83,3,39,117,High,ANXIOUS,7,52.0,7.0
1739,39.0,Non-Binary,Instagram,173.0,9.0,50,80,87,32,High,Envious,6,48.0,7.0
1547,40.0,FEMALE,Instagram,275.0,6.0,435,7,84,58,HIGH,ANXIOUS,6,58.0,8.0
1726,15.0,,,253.0,15.0,490,17,89,14,High,,8,55.0,7.0
1684,37.0,NON-BINARY,YOUTUBE,209.0,9.0,402,18,70,12,HIGH,Anxious,8,47.0,6.0
1099,23.0,Non-Binary,FACEBOOK,7.0,0.0,435,56,94,39,Low,Motivated,2,92.0,2.0
1805,40.0,  female  ,  FACEBOOK  ,705.0,24.0,191,50,32,10,severe,Anxious,9,32.0,9.0
1728,33.0,Male,YouTube,175.0,13.0,282,12,137,52,High,Envious,6,38.0,8.0
1574,38.0,MALE,Snapchat,156.0,5.0,83,80,106,93,High,Envious,7,45.0,7.0
1407,21.0,FEMALE,Pinterest,60.0,6.0,434,66,128,119,MODERATE,Bored,4,55.0,3.0
1503,15.0,Non-Binary,instagram,208.0,5.0,414,61,22,22,HIGH,Envious,7,56.0,8.0
1048,36.0,Female,LinkedIn,14.0,0.0,212,83,124,50,low,Calm,2,75.0,1.0
1033,29.0,female,FACEBOOK,30.0,2.0,19,67,55,16,low,Inspired,2,74.0,1.0
1780,33.0,FEMALE,Pinterest,312.0,25.0,118,10,120,80,SEVERE,Depressed,9,37.0,8.0
1840,28.0,MALE,instagram,471.0,24.0,262,83,91,106,SEVERE,Stressed,9,44.0,9.0
1201,55.0,FEMALE,Instagram,47.0,2.0,460,83,25,110,Low,Calm,3,98.0,2.0
1135,42.0,Female,YouTube,21.0,1.0,80,69,6,8,Low,Happy,3,84.0,1.0
1028,58.0,FEMALE,Snapchat,47.0,0.0,486,76,73,115,Low,Calm,3,96.0,2.0
1948,,F,INSTAGRAM,,,333,83,140,31,SEVERE,Anxious,8,,
1231,28.0,male,Facebook,47.0,0.0,195,81,108,104,low,Happy,2,87.0,1.0
1490,34.0,MALE,INSTAGRAM,141.0,7.0,208,55,143,77,MODERATE,Neutral,3,66.0,3.0
1773,14.0,MALE,Facebook,557.0,17.0,265,81,48,72,Severe,Depressed,8,30.0,9.0
1379,49.0,MALE,TikTok,132.0,2.0,493,58,142,114,MODERATE,Calm,5,78.0,5.0
1289,33.0,MALE,YOUTUBE,64.0,2.0,381,37,104,84,moderate,Neutral,4,56.0,3.0
1419,13.0,M,YOUTUBE,81.0,1.0,294,38,20,104,moderate,Calm,3,59.0,5.0
1675,41.0,FEMALE,Pinterest,258.0,8.0,386,96,80,30,high,Stressed,8,50.0,8.0
1392,50.0,NON-BINARY,Pinterest,137.0,5.0,264,72,49,40,Moderate,NEUTRAL,3,68.0,4.0
1593,55.0,female,Instagram,198.0,12.0,294,56,26,73,HIGH,Envious,8,43.0,6.0
1499,51.0,male,Snapchat,-30.0,4.0,127,87,60,79,Moderate,Bored,4,77.0,3.0
1139,15.0,F,LinkedIn,36.0,2.0,454,95,24,70,low,Calm,2,79.0,1.0
1063,24.0,NON-BINARY,Pinterest,20.0,1.0,365,56,50,91,Low,Calm,2,75.0,2.0
1472,16.0,MALE,INSTAGRAM,147.0,2.0,278,68,18,18,MODERATE,NEUTRAL,3,64.0,4.0
1648,36.0,M,FACEBOOK,225.0,13.0,41,64,117,30,high,Envious,8,47.0,7.0
1129,48.0,Male,instagram,55.0,2.0,137,55,139,28,Low,Happy,3,72.0,2.0
1997,26.0,Female,Facebook,389.0,23.0,212,9,50,51,severe,DEPRESSED,9,36.0,8.0
1521,23.0,Female,Twitter,170.0,9.0,22,58,10,98,High,Stressed,7,55.0,7.0
1839,39.0,Female,Pinterest,573.0,28.0,356,11,7,38,Severe,DEPRESSED,8,25.0,9.0
1983,46.0,male,YouTube,334.0,15.0,413,2,45,36,Severe,Stressed,8,31.0,9.0
1065,59.0,male,INSTAGRAM,12.0,1.0,251,87,0,10,LOW,Happy,2,97.0,2.0
1813,31.0,,,455.0,22.0,99,54,45,108,severe,,9,27.0,8.0
1015,40.0,male,YouTube,7.0,2.0,34,90,139,99,Low,Happy,3,99.0,3.0
1157,57.0,MALE,Instagram,48.0,1.0,348,60,138,78,LOW,Motivated,2,93.0,3.0
1041,59.0,FEMALE,Snapchat,38.0,1.0,448,63,45,82,low,Calm,2,90.0,3.0
1493,54.0,M,Pinterest,60.0,4.0,162,84,146,83,MODERATE,Bored,3,69.0,4.0
1380,19.0,F,Facebook,125.0,5.0,229,51,106,55,moderate,Calm,5,79.0,3.0
1188,30.0,male,Instagram,57.0,2.0,358,97,147,103,low,Happy,3,78.0,2.0
1764,26.0,M,LinkedIn,519.0,17.0,491,49,32,68,severe,Anxious,9,24.0,9.0
1217,54.0,,,51.0,2.0,384,67,116,15,low,,1,91.0,3.0
1792,27.0,Female,Instagram,514.0,22.0,283,25,140,28,Severe,Anxious,8,42.0,8.0
1053,51.0,F,TikTok,50.0,2.0,352,44,4,111,low,Inspired,2,97.0,3.0
1879,25.0,FEMALE,TIKTOK,350.0,11.0,219,87,109,63,SEVERE,Anxious,8,39.0,9.0
1338,29.0,NON-BINARY,YouTube,100.0,5.0,274,80,50,93,moderate,Bored,4,56.0,3.0
1749,34.0,Male,Twitter,229.0,6.0,81,46,95,56,HIGH,Envious,8,56.0,6.0
1720,41.0,Non-Binary,INSTAGRAM,234.0,17.0,220,11,115,50,High,Stressed,7,45.0,6.0
1725,52.0,Male,LinkedIn,234.0,16.0,88,20,47,47,High,ANXIOUS,8,43.0,6.0
1296,18.0,M,Facebook,80.0,2.0,211,31,4,30,moderate,Calm,4,79.0,4.0
1702,51.0,F,Snapchat,155.0,11.0,352,75,71,89,HIGH,Anxious,8,50.0,7.0
1252,54.0,female,FACEBOOK,70.0,7.0,332,51,136,28,Moderate,Bored,5,79.0,4.0
1727,19.0,Male,Instagram,161.0,16.0,168,53,115,51,High,Envious,8,41.0,6.0
1462,41.0,FEMALE,LinkedIn,70.0,6.0,354,26,114,21,MODERATE,Bored,3,56.0,3.0
1456,30.0,F,instagram,102.0,5.0,326,54,11,45,moderate,NEUTRAL,5,64.0,4.0
1061,51.0,,,26.0,2.0,231,7,149,70,LOW,,3,81.0,1.0
1816,31.0,Male,Instagram,336.0,23.0,108,26,48,57,SEVERE,Stressed,9,41.0,8.0
1863,36.0,male,Pinterest,603.0,23.0,75,32,39,42,Severe,Stressed,9,44.0,8.0
1270,51.0,Male,FACEBOOK,68.0,5.0,30,95,3,98,moderate,Bored,5,74.0,4.0
1202,33.0,F,LinkedIn,51.0,0.0,232,75,118,33,LOW,Motivated,1,88.0,3.0
1162,17.0,Female,instagram,26.0,2.0,252,33,90,54,LOW,Happy,3,74.0,3.0
1556,34.0,Female,instagram,266.0,8.0,129,0,11,113,high,Stressed,8,53.0,8.0
1730,31.0,F,FACEBOOK,278.0,16.0,238,60,95,17,High,Anxious,8,38.0,8.0
1402,47.0,female,Snapchat,105.0,7.0,188,47,121,30,moderate,Calm,3,73.0,5.0
1703,54.0,NON-BINARY,TIKTOK,153.0,7.0,417,66,19,100,High,ANXIOUS,7,40.0,7.0
1477,27.0,female,TIKTOK,104.0,1.0,253,10,54,37,moderate,Bored,4,72.0,5.0
1822,13.0,NON-BINARY,FACEBOOK,456.0,14.0,145,91,15,27,SEVERE,Anxious,8,30.0,9.0
1772,28.0,Female,TIKTOK,551.0,20.0,86,93,106,13,severe,Depressed,8,30.0,8.0
1106,36.0,female,Twitter,13.0,0.0,270,13,7,26,Low,Motivated,1,93.0,2.0
1566,24.0,male,Snapchat,269.0,7.0,97,66,115,114,HIGH,Anxious,8,38.0,8.0
1390,42.0,F,Facebook,130.0,1.0,175,15,47,112,MODERATE,Neutral,4,62.0,4.0
1002,48.0,male,TikTok,54.0,1.0,363,87,130,69,Low,Happy,3,99.0,1.0
1991,56.0,  male  ,  TikTok  ,386.0,20.0,338,7,13,113,Severe,Depressed,9,20.0,9.0
1194,22.0,FEMALE,FACEBOOK,26.0,2.0,349,99,136,84,low,Inspired,2,86.0,1.0
1562,28.0,Male,YouTube,270.0,12.0,95,89,121,93,high,ANXIOUS,8,37.0,7.0
1932,20.0,Male,YOUTUBE,620.0,25.0,218,33,103,6,Severe,Depressed,8,30.0,9.0
1081,59.0,FEMALE,Snapchat,51.0,0.0,160,30,104,50,low,Happy,3,85.0,2.0
1206,47.0,Non-Binary,Instagram,21.0,1.0,420,46,20,45,Low,Motivated,3,88.0,2.0
1035,33.0,,,53.0,2.0,440,84,147,43,Low,,3,90.0,1.0
1776,54.0,male,YouTube,683.0,25.0,116,81,105,101,severe,Stressed,9,38.0,8.0
1509,35.0,FEMALE,FACEBOOK,215.0,15.0,16,64,7,57,High,Anxious,6,40.0,7.0
1428,37.0,M,Instagram,71.0,3.0,414,59,40,50,moderate,Neutral,5,79.0,4.0
1455,20.0,female,INSTAGRAM,137.0,6.0,301,51,63,106,Moderate,Neutral,4,79.0,5.0
1367,44.0,  Non-Binary  ,  LinkedIn  ,113.0,6.0,121,56,89,29,MODERATE,Neutral,4,67.0,4.0
1092,37.0,Female,TIKTOK,55.0,2.0,106,55,59,12,LOW,Motivated,1,76.0,2.0
1340,16.0,,,142.0,1.0,25,96,17,108,moderate,,4,77.0,3.0
1898,57.0,Male,Twitter,485.0,10.0,47,85,68,76,Severe,Depressed,8,23.0,8.0
1565,58.0,male,Pinterest,254.0,5.0,14,72,13,108,HIGH,ANXIOUS,6,38.0,8.0
1346,27.0,NON-BINARY,YOUTUBE,86.0,7.0,75,12,64,58,Moderate,Bored,3,67.0,4.0
1777,40.0,,,607.0,16.0,77,68,99,104,Severe,,9,34.0,9.0
1242,52.0,FEMALE,YouTube,58.0,1.0,458,42,32,71,Low,Motivated,3,78.0,2.0
1014,23.0,,,36.0,2.0,353,38,146,82,low,,1,80.0,3.0
1316,52.0,M,TikTok,80.0,5.0,22,52,128,74,moderate,Neutral,3,61.0,3.0
1601,59.0,MALE,Snapchat,215.0,13.0,336,19,54,111,high,ANXIOUS,8,40.0,6.0
1388,24.0,M,YOUTUBE,130.0,1.0,79,13,2,78,MODERATE,Neutral,3,60.0,3.0
1274,46.0,male,YOUTUBE,130.0,6.0,23,24,148,27,moderate,NEUTRAL,3,75.0,4.0
1167,17.0,MALE,Instagram,35.0,1.0,56,24,75,7,Low,Calm,2,71.0,2.0
1841,14.0,Female,YOUTUBE,489.0,25.0,329,63,52,87,SEVERE,Depressed,9,31.0,9.0
1568,16.0,Non-Binary,Snapchat,194.0,5.0,166,64,129,20,high,Anxious,7,45.0,8.0
1647,39.0,Male,Instagram,203.0,5.0,480,90,45,91,HIGH,Anxious,7,59.0,6.0
1819,34.0,M,TikTok,679.0,21.0,198,28,71,66,,Depressed,8,36.0,9.0
1485,43.0,,,122.0,1.0,400,99,2,77,moderate,,3,61.0,5.0
1545,40.0,FEMALE,Pinterest,218.0,15.0,125,20,2,8,HIGH,Anxious,7,47.0,6.0
1505,34.0,male,YouTube,188.0,15.0,368,98,35,80,HIGH,Envious,6,43.0,8.0
1832,56.0,FEMALE,Pinterest,561.0,18.0,485,30,124,6,SEVERE,Anxious,9,25.0,9.0
1244,30.0,female,Facebook,14.0,2.0,364,18,49,15,low,Inspired,2,99.0,1.0
1567,41.0,F,YOUTUBE,242.0,5.0,138,89,57,76,High,Anxious,7,57.0,7.0
1876,27.0,,,520.0,11.0,340,64,52,23,Severe,,8,40.0,8.0
1563,57.0,Female,LinkedIn,245.0,11.0,426,45,121,88,High,Anxious,8,53.0,8.0
1973,36.0,F,TIKTOK,518.0,27.0,233,27,15,48,Severe,Stressed,9,34.0,9.0
1687,30.0,Male,YOUTUBE,176.0,10.0,90,42,10,53,High,Envious,6,41.0,8.0
1958,46.0,FEMALE,INSTAGRAM,368.0,26.0,382,97,65,31,Severe,Anxious,8,35.0,9.0
1190,27.0,Non-Binary,YouTube,26.0,2.0,331,10,43,28,LOW,Calm,3,75.0,1.0
1783,24.0,F,Pinterest,533.0,11.0,44,96,8,22,Severe,Anxious,8,37.0,9.0
1700,19.0,Male,Instagram,272.0,15.0,206,55,16,97,high,Anxious,7,50.0,6.0
1476,48.0,NON-BINARY,Instagram,115.0,4.0,377,7,17,74,MODERATE,Neutral,3,70.0,3.0
1682,20.0,,,190.0,15.0,204,81,40,87,HIGH,,6,47.0,7.0
1511,55.0,female,YOUTUBE,283.0,13.0,383,93,48,49,high,Envious,7,41.0,7.0
1059,32.0,male,TIKTOK,52.0,2.0,443,62,145,78,LOW,Calm,1,89.0,1.0
1475,26.0,Female,Instagram,62.0,4.0,470,75,85,49,Moderate,Neutral,3,71.0,3.0
1561,26.0,MALE,TikTok,268.0,9.0,496,55,32,49,HIGH,Anxious,6,47.0,6.0
1857,38.0,male,Twitter,470.0,14.0,118,92,58,102,severe,DEPRESSED,9,25.0,8.0
1748,53.0,M,Twitter,165.0,7.0,233,34,86,105,HIGH,Stressed,8,35.0,6.0
1253,33.0,M,instagram,104.0,7.0,296,88,12,28,moderate,Neutral,4,56.0,5.0
1022,44.0,female,Snapchat,44.0,1.0,16,54,34,23,LOW,Happy,3,72.0,3.0
1314,58.0,M,instagram,82.0,7.0,277,70,99,117,moderate,NEUTRAL,4,76.0,5.0
1460,41.0,Male,Facebook,113.0,2.0,431,3,140,83,MODERATE,Bored,4,78.0,3.0
1161,32.0,Female,LinkedIn,42.0,0.0,429,99,60,72,LOW,Happy,1,83.0,1.0
1277,29.0,M,INSTAGRAM,78.0,1.0,397,36,79,43,MODERATE,Bored,5,65.0,3.0
1956,26.0,Male,YouTube,444.0,27.0,81,67,94,54,Severe,Depressed,9,34.0,9.0
1192,56.0,MALE,TikTok,16.0,0.0,222,32,82,30,Low,Inspired,3,70.0,2.0
1386,26.0,Male,TikTok,67.0,2.0,337,29,28,8,moderate,Bored,5,63.0,4.0
1806,37.0,FEMALE,FACEBOOK,624.0,15.0,301,32,114,113,severe,DEPRESSED,8,20.0,8.0
1414,44.0,MALE,TikTok,118.0,5.0,444,1,77,31,moderate,Calm,4,58.0,5.0
1492,32.0,MALE,Snapchat,145.0,4.0,308,47,13,101,MODERATE,Calm,3,75.0,5.0
1344,58.0,Non-Binary,FACEBOOK,137.0,6.0,461,0,124,72,Moderate,Calm,3,63.0,3.0
1770,37.0,MALE,LinkedIn,463.0,10.0,382,45,91,55,severe,Depressed,8,37.0,8.0
1309,53.0,M,Instagram,61.0,6.0,362,42,17,66,moderate,Bored,5,79.0,5.0
1662,26.0,male,INSTAGRAM,286.0,7.0,76,42,59,23,High,Stressed,8,41.0,7.0
1131,18.0,Male,FACEBOOK,48.0,1.0,268,92,68,9,low,Motivated,2,80.0,3.0
1664,59.0,FEMALE,Pinterest,203.0,11.0,78,69,30,12,HIGH,Stressed,7,42.0,7.0
1872,52.0,FEMALE,Pinterest,497.0,15.0,160,39,148,73,SEVERE,Anxious,8,23.0,9.0
1100,25.0,,,53.0,2.0,149,90,62,72,Low,,1,74.0,3.0
1373,36.0,M,Facebook,88.0,1.0,332,78,130,14,moderate,Calm,3,68.0,5.0
1088,40.0,male,Snapchat,40.0,1.0,117,78,108,94,LOW,Calm,2,80.0,2.0
1459,30.0,FEMALE,instagram,125.0,4.0,126,64,87,5,Moderate,Bored,5,62.0,5.0
1331,54.0,Female,TIKTOK,81.0,2.0,404,33,42,57,moderate,NEUTRAL,3,64.0,4.0
1215,35.0,F,Snapchat,7.0,0.0,105,57,28,53,LOW,Happy,2,95.0,3.0
1467,51.0,MALE,Facebook,147.0,7.0,116,68,125,27,Moderate,NEUTRAL,3,66.0,4.0
1122,35.0,FEMALE,INSTAGRAM,25.0,1.0,97,34,7,90,LOW,Happy,1,85.0,2.0
1615,32.0,Female,Facebook,199.0,13.0,89,5,4,34,High,ANXIOUS,6,44.0,8.0
1021,27.0,M,Twitter,29.0,2.0,238,65,140,93,low,Inspired,2,96.0,1.0
1701,13.0,NON-BINARY,instagram,200.0,8.0,363,56,14,34,high,Stressed,7,55.0,7.0
1072,41.0,FEMALE,YouTube,32.0,0.0,34,34,116,66,low,Happy,1,81.0,3.0
1107,36.0,NON-BINARY,TikTok,29.0,0.0,188,38,23,80,LOW,Inspired,3,95.0,3.0
1271,23.0,Male,instagram,139.0,5.0,454,77,83,62,MODERATE,Bored,4,74.0,4.0
1861,43.0,female,LinkedIn,653.0,28.0,133,52,73,37,SEVERE,Stressed,8,24.0,9.0
1436,16.0,  NON-BINARY  ,  INSTAGRAM  ,72.0,4.0,492,45,130,30,MODERATE,NEUTRAL,5,64.0,5.0
1103,28.0,male,LinkedIn,13.0,1.0,159,56,9,73,Low,Inspired,2,70.0,3.0
